kod,megnevezes,vtsz,idegen_nev1
2120014510002,AUTENTIC  2 kg  (6x2 kg),3808109000,
3112300221025T,Avangarde szudánifu  csáv.25/1 II.fok.,1005101300,
3113200411010T,Avatar õ.repce (TMTD) 1.500.000 csíra/zsák,1205101000,
2120001000001,AVAUNT 150 EC  1 l  (10x1 l) Forg.: 2022. július 1-ig,3808103000,
2120001000005,AVAUNT 150 EC  5 l  (4x5 l) Forg.: 2022. július 1-ig,3808103000,
3112141301020T,Avixxene kukorica   70 esz,1005101300,
2130725041017,"AVOXA PEAK csom. (Avoxa 3x5 l + Peak 75 WG  2x0,1 kg)",3808101000,
2110001112003T,"AXANIT CU 50 WP  0,03 kg",3808208099,
2110001111005T,"AXANIT CU 50 WP  0,5 kg  (30x0,5 kg)",3808208099,
2110001110001T,AXANIT CU 50 WP  1 kg  (20x1 kg),3808208099,
2130030000005,AXIAL ONE  5 l  (4x5 l),3*,
2114101400005,AXIDOR SC  5 l  (4x5 l),38089290,
3111130321050T,Axis õszi búza II.fok csávázatlan 50/1,1001909100,
3112140701020T,Axxo kukorica   70 esz,1005101300,
2110201700005,AZAKA 5 l (4x5 l),3808203000,
2110202100020,AZAKA TOP Pack  (Azaka 2x5 l + Riza (2x5 l) ,380820,
1193002120001,Azolon Pázsit  1 kg (10x1 kg) ,3105909999,
1192213100001,Azospeed  1 l  (12x1 l),3105909999,
1192213100010,Azospeed  10 l,3105909999,
1192213100000,Azospeed  1000 l  (tartályos),3105909999,
1192213100200,Azospeed  200 l,3105909999,
1192213200010,Azospeed  Amino  (Repce) 10 l,3105909999,
1192213200200,Azospeed  Amino  200 l  (1x200 l),3105909999,
1192213205001,Azospeed  Amino 1000 l  (tartályos),3105909999,
1192213500010,Azospeed ZN (Kukorica) 10 l,3105909999,
1192213500000,Azospeed ZN (Kukorica) 1000 l  tartályos,3105909999,
3111132111999,Babona  õ.búza  I. fok  csávázott  bb  1000/1,1003001000,
3111132121999,Babona  õ.búza  II. fok  csávázott  bigbag  1000 kg-os,1003001000,
3111132121050,Babona  õ.búza  II. fok  csávázott  zsákos 50 kg-os,1003001000,
1194000400010,Bactofil A  10l,3101000099,
1194000400001,Bactofil A  1l,3101000099,
1194000400005,Bactofil A  5l,3101000099,
1194000500010,Bactofil B  10l,3101000099,
1194000500001,Bactofil B  1l,3101000099,
1194000500005,Bactofil B  5l,3101000099,
1194001200010,Bactofil CELL  10l,3101000099,
1194001200001,Bactofil CELL  1l,3101000099,
1198000120025,Bactosol zsákos 25/1,3101000100,
2120003420005,BACTOSPEINE WG  5 kg  (1x5 kg) /Dipel/,3808109000,
1198005110004,BactoVital WP  4 kg ,380820,
2110030900005,BADGE SC  5 l (2x5 l),3808302100,
2110030900001,BADGE SC 1 l (12x1 l),3808302100,
3112175800117,Badiane kukorica 50 esz (RedigoM),1005101300,
2110202300005,BAGANI 125 SL  5 l  (4x5 l) gombaölõ,38085200,
2130001520005,BALAN 600 WDG 5 kg (4*5 kg) gyomirtó,3808,
3111103421999T,Balaton Plussz õ.búza  II.fok csávázott   bigbag 1000 kg-os,1001909100,
3113101901010T,Bambó (U-55 E)  (150 esz)  napraforgó,1206001000,
2120001212002T,"BANCOL 50 WP  0,02 kg  (25x0,02 kg)",3808109000,
2120001211002T,"BANCOL 50 WP  0,2 kg  (18x0,2 kg)",3808109000,
2120001302005T,"BANCOL 500 SC  0,05 l  (50x5x0,01 lit)",3808109000,
2130047600001,BANDUR SC 600  1 l  (12 x1 l),3808302700,
2130047600005,BANDUR SC 600  5 l  (4 x5 l),3808302700,
2130001100001,BANVEL 4S 480 SL  1 l  (12x1 l),3808302700,
2130001100005,BANVEL 4S 480 SL  5 l  (4x5 l),3808302700,
2130043101002,"BARCLAY GALLUP BIOGRADE 360  0,2 l  (24x0,2 l)",3808301300,
2130043100001,BARCLAY GALLUP BIOGRADE 360  1 l  (12x1 l),3808301300,
2130043100020,BARCLAY GALLUP BIOGRADE 360  20 l  (32x20l),3808301300,
2130043100005,BARCLAY GALLUP BIOGRADE 360  5 l  (4x5 l),3808301300,
2130038500005,BARCLAY HURLER  200  5 l  (4x5 l),3808301300,
2130038500001,BARCLAY HURLER 200  1 l  (12x1 l),3808301300,
2130040400005,BARCLAY PROPYZ   5 l  (4x5 l),3808301300,
6126001,Barna szén,2702100000,
3111103521040T,Barok  õ.búza  csávázott  II.fok  40 kg-os,1003001000,
2130043000005,BARRACUDA  5 l  (4x5 l),380830,
3111230921050T,Barun  õ.árpa  csávázott II.fok  50 /1,1003001000,
2130001200010,BASAGRAN 480 SL 10 l  (2x10 l),3808302300,
2130001200005,BASAGRAN 480 SL 5 l  (4x5 l),3808302300,
3113212112012,Basalti CS  õ.repce (IntegralPro) 1.500.000 mag/zsák,1205101000,
2120700220001T,BASAMID 1kg-os,3808109000,
2120700220005,BASAMID GR    5 kg  (4x5 kg),3808109000,
2120700220020,BASAMID GR  20 kg  (1x20 kg),3808109000,
2120700220006,"BASAMID GR 0,6 kg (10x0,6 kg)",3808109000,
2130039400005,BASAR 960 EC  5 l  (4x5 l),3808301500,
2130001400001,"BASIS   0,06 kg ",3808302300,
3112196301018T,Basmati  kukorica  50 esz csávázott gombaölõvel,1005101300,
3112196302018T,Basmati  kukorica  50 esz csávázott+Poncho,1005101300,
3111122121040,Basmati  õ.búza  II.fok csávázott  40/1,1001909100,
3111122121050,Basmati  õ.búza  II.fok csávázott  50/1,1001909100,
3111122121900,Basmati  õ.búza  II.fok csávázott  bigbag 1000 kg-os,1001909100,
2120700320001T,BASUDIN 5 G  1 kg  (12x1 kg),3808104000,
2120700320020T,BASUDIN 5 G  20 kg,3808104000,
2120700320025T,BASUDIN 5 G  25 kg,3808104000,
2120001400001T,BASUDIN 600 EW  1 l  (12x1 lit),3808104000,
2120001400005T,BASUDIN 600 EW  5 l  (4x5 lit),3808104000,
2130046200005,BATTLE Delta  5 l  (4x5 l)  NET-NET,3808302700,
2130724740012,BATTLE MAX(Ally Max 10x100g+Battle Delta 2x5liter)+10 l Trend,3808302700,
3112140401020T,Baxxolo kukorica   70 esz,1005101300,
2130704000025T,BAYER Adengo+ Monsoon csom (5 l Adengo +4x5 l  Monsoon),3808301300,
2130700700020,BAYER Beta  csom. ( Betanal maxxPro 3x5 l + Sfera SC  1x5 l),3808931500,
2130709500023,BAYER Capreno csom. (1x3 l  Capreno + 4x5 l Mero),3808301300,
2110702100020,BAYER Flora Pack (3x5 l Propulse +1x5 l  Biscaya)Forg.: 2021. február 3-ig,3808301300,
2110700320008T,"BAYER Gyümölcs csom. (Calypso 1l+Flint Max 0,75 kg+Antracol 6 kg)",3808301700,
2130708600023T,BAYER Héliosz Trio csom. (2x5 l Goal Duplo+2x5 l Gallant Super+1x3 l Biscaya ),3808301700,
2130707500011T,BAYER Huszár Aktiv csom. (Huszár Aktiv + 2x5 l + Decis Mega 1 l),380830,
2130703000019,BAYER Jubileum Pro csom.   (3x1 l Sekator OD +3x5 l  Falcon Pro+ 1l Decis Mega),3808301300,
2130703900023,BAYER Laudis Duo csom. (4x5 l Laudis +1x3 l  Biscaya) Forg.: 2021. február 3-ig,3808301300,
2130707900021T,BAYER Laudis Maximus csom. (4x5 l Laudis +1 l  Bika ) ,3808301300,
2130723700021,BAYER Laudis Smart cs. (3x5 l Laudis +5 l Propulse +1 l Decis Mega ) ,3808301300,
2130027600025,BAYER Puma Komplett csom. (20 l Puma Extra+3x1 l Sekator+2x1 l Decis Mega),3808301100,
2130700810000,BAYER Repce Pro csom. (2x3 l Proteus + 2x5 l  Folicur S.)Forg.: 2021. febr. 3-ig,3808931500,
2130702500009T,BAYER Repce Trió    (3 l  Ikarus+5 l  Folicur Solo+1 l Decis Mega),3808931500,
2110705100022,BAYER Repce Trio csom. (2x5 l Propulse+2x5 l Folicur S.+2x1 l Decis Mega),3808931500,
2130703800014T,BAYER Repce Trió csom. Új   (3 l  Ikarus +10 l  Folicur Solo+1 l  Decis Mega),3808931500,
2130001600100,BAYER Szõlõ csom.  (6 kg Melody C + 2x1 l Falcon) Forg.: 2021. február 28-ig,3808301700,
2130001600101T,BAYER Szõlõ csom. ÚJ  (6 kg Melody C + Antracol WG  6 kg + 2 l Falcon),3808301700,
3115100410050,Bea fehér mustár vetõmag I.fok nem csávázott  25 kg-os,1209210000,
2130708100005T,BEETUP COMPACT SC  5 l (4x5 l) Forg.:2020.Július 1.-ig,3808301100,
2130020800005T,BEETUP TRIO 5 l  Forg.:2020.Július 1.-ig,3808301100,
2120701520012,"BELEM  0,8 MG  12 kg (96x 12 kg) talajf. rovarölõ",3808*,
8220652041220,Belföldi rakodás silóhoz,6311120,
2130043400005,BELKAR  5 l  (4x5 l) gyomirtó,3808301100,
3112100901020T,Bella  kukorica  70 esz,1005101300,
2114101020001,BELLIS  1 kg  (10x 1 kg),3808109000,
2130043500010,BELOUKHA GARDEN  10 l  (2x10 l),3808302700,
1192120800005,Benefit PZ   5 l  (4x5 l),3105909999,
1192120800001,Benefit PZ  1 l  (20x1 l),3105909999,
2120200500001,BENEVIA  1 l  (10x1 l),3808109000,
2120200502005,"BENEVIA 100 OD  0,05 l  (50x0,05 l)",3808205000,
2130039120005,BENFLUNOVA  600 WDG 5 kg (4*5 kg) gyomirtó,3808,
2130034100005,BENTA 480 SL  5 l (4x5 l),3808203000,
1195000420005,Bentley (Tradecorp) talajkondícionáló  5 kg  (5x1 kg)  ,2921210000,
5103900115999,Bentonit     bigbag  1000 kg-os,2508100000,
5103900115050,Bentonit   50 kg-os  (21x50 kg),2508100000,
5201900350000,Bentonit gél saját gyártás,2508100000,
8101040200000,Benzin költség,2710002900,
3112140801020T,Bergxxon kukorica   50 esz,1005101300,
3112140803020T,Bergxxon kukorica   50 esz  Cruiser,1005101300,
8202061511220,Bérgyártás (mûtrágya ),1,
8202050300027,Bérleti díj,-,
8102060300027,Bérmérés hídmérleggel 27% Áfa,1411,
8202061441227,Bérszárítás 27% Áfa,-,
8104310100125,Beruházás  100 eFt alatt,1,
8105020200220,Beruházási eloleg 27% Áfa,1,
8105020200291,Beruházásra adott eloleg ford. ÁFA,1,
8105020200299,Beruházásra adott eloleg nem vissza ig. ÁFA,1,
2130001600005T,BETANAL EXPERT 5 l  (4x5 l) Forg.: 2020. július 1-ig,3808301700,
2130032900005T,BETANAL MAXXPRO 5 l  (4x5 l) Forg.: 2020. július 1-ig,3808301700,
2130044100005,BETANAL TANDEM SC 390 ÚJ 5 l  (4x5 l),3808301700,
8102015100025,Betárolás-Kitárolás,63111,
2130021400005,BETASANA SC  5 l  (4x5 l)  ,380830,
920100100000,Beton,39,
1140330825050T,BH komplex  NPK  8:21:21  zsákos 50/1,3105201000,
1140330725850T,BH Komplex NPK 10:20:10+Ca+Mg+S 50/1 palettás ,3105201000,
2120001500001T,BI 58 EC  1 l  (10x1 l) Kivonva  2016,3808104000,
2120001500005T,BI 58 EC  5 l  (4x5 l)  Kivonva  2016,3808104000,
2130710221005,"BIATHLON  4D  0,5 kg",3808931500,
2130701030010,"BIATHLON 4D csom. ( Biathlon 4D  0,5 kg+Dash 2x5 l)",3808931500,
41032010,Big-Bag zsák (Italo-Type) 54x110x130 új (Péti),3923210099,
41032060,"Big-Bag zsák 0,7 to (Genezis)",3923210099,
41032021,Big-Bag zsák többször használatos  használt,3923210099,
41032020T,Big-Bag zsák többször használatos új,3923210099,
41032050,Bigbag zsák  54x110x135+30 India felirat nélkül új,3923210099,
41032070,"Bigbag zsák 0,6 to (Alba-Milagro)",3923210099,
41032040,"Bigbag zsák 0,7 to (Anthera)",3923210099,
41032030T,Bigbag zsák MAP,3923210099,
2130037300001T,BIKA 480 S 1 l  (12x1 l) gyomirtó,3808302300,
1192238000000,BIO Voligop Bór  1000 l  tartályos,3105909999,
1192238000020,BIO Voligop Bór  20 l  (26x20 l),3105909999,
1192214600020,BIO Voligop Kobalt 20 l  (26 x 20 l),3105909999,
1192214600005,BIO Voligop Kobalt 5 l  ,3105909999,
1192231100020,BIO Voligop Mangán  20 l  (26x20 l),3105909999,
1192231000000,BIO Voligop Molibdén 1000 l ,3105909999,
1192231000020,BIO Voligop Molibdén 20 l  (26x20 l),3105909999,
1192231500020,BIO Voligop Vas  20 l  (26x20 l),3105909999,
2120010701005T,"BIO-KILL szórófejes 0,5 l (12x0,5 lit)",380810,
2140003153125,BIO-STOP ragacsos egércsapda,3808901000,
2110015111001T,"BIOCERA fasebkezelõ 0,1 kg",380820,
2120745100002,Biocont  hernyóöv  2 fm,380820,
2120743100001,Biocont A/5 kék színcsapdás rovarfogó lap,380820,
2120743100002,Biocont A/5 sárga színcsapdás rovarfogó lap,380820,
2190000400001T,BIOFILM  1 l (12x1 l) (Forg.: 2018. április 30-ig),3402130000,
2190000401025T,"BIOFILM  2,5 l (Forg.:2018. április 30-ig)",3808909000,
2190000400005T,BIOFILM  5 l  (4x5 l) (Forg.:2018. április 30-ig),3808909000,
1192050100001,BIOFIT  1 l (12x1 l),3105909999,
1192050100020,BIOFIT  20 l   (1x20 l),3105909999,
1192050100005,BIOFIT  5 l,3105909999,
1192050100000T,BIOFIT 1000 l,3105909999,
1192050600000,BIOFIT GABONA  1000 l,3105909999,
1192050600020,BIOFIT GABONA  20 l,3105909999,
1192050600005,BIOFIT GABONA  5 l,3105909999,
1192050200001,BIOFIT GOLD  1 l   (12x1 l),3105909999,
1192050200020,BIOFIT GOLD  20 l  (1x20 l),3105909999,
1192050200005,BIOFIT GOLD  5 l  (1x5 l),3105909999,
1192050200060,BIOFIT GOLD  60 l,3105909999,
1192050300001,BIOFIT MUSKÁTLI  1 l  (12x1l),3105909999,
1192050400001,BIOFIT ÖRÖKZÖLD  1  (12x1 l ),3105909999,
1192050500001,BIOFIT PÁZSIT  1 l,3105909999,
1192052100000,BIOFIT Szõlõ  1000 l,3105909999,
1194001600010,Biomit Emelt B  10 l,3105909999,
1194000900020,Biorex 20 l,3101000099,
2117101500001,BIOSILD  DUO 1 l  (12*1 l) Forg.: 2022. június 30-ig,3108204000,
2117101500010,BIOSILD  DUO 10 l  (2x10 l) Forg.: 2022. június 30-ig,3108204000,
2117100100020T,BIOSILD  TOP 10 l  (2x10 l),3108204000,
2117100100001T,BIOSILD TOP  1 l  (12x1 l),3808204000,
2117100100000,BIOSILD TOP 600 l,3108204000,
2117100200018,BIOSILD Twin csom. (Biosild Top 1x10 l + Lotus 600 FS  1x8 l),3108204000,
2190004901005,"BIOSOL  KÁLISZAPPAN   0,5 l  (15x0,5 l)",3808109000,
2190004900001,BIOSOL  KÁLISZAPPAN   1 l  (10x1 l),3808109000,
2190004900010,BIOSOL  KÁLISZAPPAN   10 l,3808109000,
2190004903001,BIOSOL  KÁLISZAPPAN   1000 l,3808109000,
2190004900020,BIOSOL  KÁLISZAPPAN   20 l  (26x20 l),3808109000,
2190004900005,BIOSOL  KÁLISZAPPAN   5 l,3808109000,
2140040100001,BIOSOL  VADRIASZTÓ   1 l  (12x1 l),3808109000,
2140040100000,BIOSOL  VADRIASZTÓ   1000 l ,3808109000,
2140040100020,BIOSOL  VADRIASZTÓ   20 l ,3808109000,
2140040100005,BIOSOL  Vadriasztó   5 l,3808109000,
2140003520005T,BIOTOLL RATIMOR  rágcsálóirtó pép  5 kg  (1x5 kg),3808901000,
2140004162015,"BIOTOLL RATIMOR  rágcsálóirtó pép 0,15 kg (30 x 0,15 kg )kék zacskós",3808901000,
2140003521005T,"BIOTOLL RATIMOR  rágcsálóirtó pép 0,5kg  (14x 0,5 kg)",3808901000,
2140003520001T,BIOTOLL RATIMOR  rágcsálóirtó pép 1 kg ( 12x1 kg),3808901000,
2140004062015,"BIOTOLL RATIMOR rágcsálóirtó pép 0,15 kg (20 x 0,15 kg )kék dobozos",3808901000,
2120010711005,"BIOTOLL ROVARIRTÓ szórófejes  0,5 l (12x0,5 l)",380810,
2192031100005,Biozufre  5 l (4x5l) lombtrágya,3105909999,
2120002000001,BISCAYA OD 1 l (12x1 l)  Forg.: 2021. február 3-ig,3808101000,
2120002000003,BISCAYA OD 3 l (4x3 l) Forg.: 2021. február 3-ig,3808101000,
2120002000005,BISCAYA OD 5 l (1x5 l) Forg.: 2021. február 3-ig,3808101000,
1192072100025T,Bistep növénykondicionáló  25 l  (1x25 l),310100,
2130709200005,BIZON  5 l  (4x5 l),3808208099,
8106060200099,Biztosítási díj támogatás,65231,
2120021820001,BLADE  1 kg  (10x1 kg),3,
2120200440003,BLADE + RESPOX  csomag  (1 kg+2 x 1l),3,
2120745440010,BLADE+KLARTAN 25 ha  cs.(5 kg+5 l),3,
3112251401012,BMR Gold X  hibrid silócirok  csáv.  (300 e.),1007001000,
3111260730040,Bojos  t.árpa II.fok  40 kg-os,1003001000,
3111260420040T,Bojos t.árpa II.fok 40 kg csávázatlan,1003001000,
2110201200005T,BOLT XL  5 l  (4x5 l) gombaölõ  Forg.:2019.december 19.-ig,3105909999,
3113203711010T,"Bonanza õ.repce (Ellado) 1,5 millió csíra",1205101000,
3111121921050T,Bonett  õ.búza  II.fok csávázott  50/1,1001909100,
1193095120025,BONUS K ENERGY  NPK 10:5:38+3 Mg  25 kg-os  (48x25 kg),3105909999,
2130021901002,"BOOM EFEKT  0,2 l totális gyomirtó  (20x0,2 l)",380830,
2130021900020,BOOM EFEKT  20 l totális gyomirtó  20 l  (32x20 l),380830,
2130021900200,BOOM EFEKT  200 l totális gyomirtó  (1x200 l),380830,
1194001521001,"BORA  WP  0,1 kg  (25x0,1 kg)",3101000099,
1194001520001,BORA  WP  1 kg  (5x1 kg),3101000099,
1194001520005,BORA  WP  5 kg  ,3101000099,
1150001805020T,Boramide 20 l,3105909999,
1150002605006T,Boramide 6 l  (2x6 l),3105909999,
1191013125025,BÓRAX   25 kg-os  (42x25 kg)  (Gyártáshoz),3105909999,
1191013120001,BÓRAX  1 kg,3105909999,
1191013120025,BÓRAX  25 kg,3105909999,
3112180201020T,Borbála kukorica  70 esz,1005101300,
2110100410010T,BORDÓI EXTRA  10 kg,3808201000,
2110021411005,"BORDÓI LÉ NANÓ SC 0,5 l (18x0,5 l) ",3808201000,
2110025600005,BORDÓI LÉ NEO SC   5 l  (4x5 l),3808201000,
2110025600010,BORDÓI LÉ NEO SC  10 l  (2x10 l),3808201000,
2110025600020,BORDÓI LÉ NEO SC  20 l ,3808201000,
2110025601005,"BORDÓI LÉ NEO SC 0,5 l (18x0,5 l) ",3808201000,
2110025600001,BORDÓI LÉ NEO SC 1 l (12x1 l) ,3808201000,
2110021301005T,"BORDÓI LÉ+KÉN NANO SC  0,5 l  (18x0,5 l)",3808201000,
2110130101005,"BORDÓI LÉ+KÉN NEO SC  0,5 l  (18x0,5 l)",3808201000,
2110130100001,BORDÓI LÉ+KÉN NEO SC  1 l  (12x1 l),3808201000,
2110130100010,BORDÓI LÉ+KÉN NEO SC  10 l  (2x10 l)  ,3808201000,
2110130100020,BORDÓI LÉ+KÉN NEO SC  20 l,3808201000,
2110130100005,BORDÓI LÉ+KÉN NEO SC  5 l  (4x5 l),3808201000,
2110013810005T,BORDÓI LÉ+KÉN SC   5 kg,3808201000,
2110013811005T,"BORDÓI LÉ+KÉN SC  0,5 kg  (40x0,5 kg)",3808201000,
2110001511005,"BORDÓI POR  0,5 kg  (12x0,5 kg)",3808201000,
3111230321050,Boreale  õ.árpa II. fok  csávázott  50 kg-os,1003001000,
2120704600021,BORON+KORADO(W.BORON PLUS 2x10l+KORADO 1 l),3808101000,
1192120600001,Boroplus  1 l  (20 x 1 l),3105909999,
1192120600010,Boroplus  10 l  (2 x 10 l),3105909999,
1192120600005,Boroplus  5 l  (4 x 5 l),3105909999,
1192310100020,Borotek 150   20 l  (1x20 l),3808909000,
1193030400010,Bortrac 150    10 l  (YaraVita),3105909999,
1193030400000,Bortrac 150    1000 liter,3105909999,
1193030400020T,Bortrac 150    20 liter,3105909999,
1193030400025T,Bortrac 150    25 liter,3105909999,
2110030811004,"BOTECTOR  0,4 kg  (10x0,4 kg)",380820,
2130048300005,BOTIGA  5 l (4x5 l) ,38089327,
2130724600022,BOTIGA EXTRA+KAMBA 10ha(Botiga 10l+Samson 6OD 7l+Kamba(Dicavel) 5l),38089327,
2130724600020,BOTIGA EXTRA+KAMBA(Samson 6OD 5l+Botiga 10l+Kamba(Dicavel) 5l),38089327,
2130723241152,"BOX-R csomag (15 liter Boxer+0,25 kg Alliance 660 WG)",3808931500,
2130042500005,BOXER  5 l  (4x5 l),3808302700,
2130023700005,BRASAN  EC  5 l  (4x5 l),3808301100,
2110001601002,"BRAVO 500  0,2 l  (20x0,2 l) Forg.: 2020. május 20-ig",3808208099,
2110001600001T,BRAVO 500  1 l  (12x1 l) Forg.: 2020. május 20-ig,3808208099,
2110001600005,BRAVO 500  5 l  (4x5 l) Forg.: 2020. május 20-ig,3808208099,
3113205911010T,Brazzil  õ.repce (CRUISER OSR+TMTD ) 2.000.000 mag/zsák,1205101000,
2190007300001,BREK THRU   1 l,3402,
3113200911010T,Brentano õ.repce (TMTD) 1.500.000 csíra/zsák,1205101000,
1192124120001,Brexil Combi  1 kg  (20x1 kg),3105909999,
1192124120005,Brexil Combi  5 kg  (4x5 kg),3105909999,
1192124520001,Brexil Fe   1 kg  (20x1 kg),3105909999,
1192524620005,Brexil Mg   5 kg  (4x5 kg),3105909999,
1192124220001,Brexil Mix   1 kg  (20x1 kg),3105909999,
1192124220005,Brexil Mix   5 kg  (4x5 kg),3105909999,
1192124420001,Brexil Multi  1 kg  (20x1 kg),3105909999,
1192124420005,Brexil Multi  5 kg  (4x5 kg),3105909999,
1192124320005,Brexil Zn  5 kg  (4x5 kg),3105909999,
3112141500015T,Brixxo kukorica   50 esz,1005101300,
3112141501020T,Brixxo kukorica   70 esz,1005101300,
2140007061005T,"BROCUM P  rágcsálóirtó pép (14x0,5 kg)",3808901000,
2130045300005,BROMOTRIL 40 EC   5 l  (4x5 l) Forg.: 2021. augusztus 31-ig,3808301500,
2130028400000T,BROMOTRIL R PACK (Bromotril 15 l+Biofilm 5 l) ,3808301100,
2140003962015,"BROS rágcsálóirtó pép 0,15 kg (12 x 0,15 kg)",3808901000,
3111120221050T,Brutus    õ.búza,1001909100,
2120008800001,BULLDOCK 25 EC  1 l  (12x1 l) Forg.: 2021. június 1-ig,380810,
2120008800005,BULLDOCK 25 EC  5 l  (4x5 l) Forg.: 2021. június 1-ig,380810,
2110001800001T,BUMPER 25 EC  1 l  (12x1 l) Forg.:2019.December 19.-ig,3808205000,
2110001800005T,BUMPER 25 EC  5 l  (4x5 l)  Forg.:2019.December 19.-ig,3808205000,
2110016700005T,BUMPER SUPER 5 l  (4x5 l)  Forg.:2019.December 19.-ig,3808205000,
2130023800018T,BUMPER SUPER+CYPERKIL 25 EC (15 l+3 l)  Forg.:2019.December 19.-ig,3808302700,
2130031700005,BUTISAN 400 SC  5 l   (4x5 l),3808302100,
2130706700010,BUTISAN COMPLETE  10 l (2x10 l),0,
2130706700005,BUTISAN COMPLETE  5 l (4x5 l),0,
2130002300010,BUTISAN STAR  10 l  (2x10 l),3808301500,
2130002300005,BUTISAN STAR  5 l  (4x5 l),3808301500,
2130002400005,BUTOXONE M-40 5 l  (4x5 l),3808301100,
2130029900040,BUTOXONE PACK (4x5 l Butoxone+4x5 l Agrichem Bentazon),3808302300,
2120700422025T,"BUVATOX 5 G  0,25 kg  (20x0,25 kg)",3808104000,
2120700420001T,BUVATOX 5 G  1 kg  (12x1 kg),3808104000,
2110001912025T,"BUVICID F  0,25 kg  (24x0,25 kg)",3808204000,
2110001911005T,"BUVICID F  0,5 kg  (12x0,5 kg)",3808204000,
2110001910010T,BUVICID F  10 kg,3808204000,
2110001911025T,"BUVICID F 2,5 kg  (15x2,5 kg)",3808204000,
2110002012003T,"BUVICID K  0,03 kg  (25x0,03 kg)",3808208001,
2110002012025T,"BUVICID K  0,25 kg  (24x0,25 kg)",3808208001,
2110002011005T,"BUVICID K  0,5 kg  (12x0,5 kg)",3808208001,
2110002010010T,BUVICID K  10 kg,3808208001,
2110002011025T,"BUVICID K 2,5 kg  (15x2,5 kg)",3808208001,
2110002000001,BUVICID K 370 SC  1 l   (10x1 l),3808208001,
2110002000010,BUVICID K 370 SC  10 l   ,3808208001,
2110002000005,BUVICID K 370 SC  5 l   (1x5 l),3808208001,
2110002001002T,"BUVICID K 370 SC 0,2l  (25x0,2 lit)",3808208001,
1193040130007T,BUVIPLANT   tabletta  vödrös  7 kg,3105909999,
2110700301002T,"BUVISILD BR  0,2 l ",380820,
2110700300001T,BUVISILD BR  1 l ,380820,
2110700300005T,BUVISILD BR  5 l,380820,
2110700301000T,BUVISILD BR 1000 l,380820,
2130714341018,"BÚZA ""Eco"" 10 ha (Alliance 0,8 kg+ Lentipur 10 l) ",3808931500,
2130712800016T,BÚZA BÁZIS cs. (2x5 l Artea+ 3*1 l Prefector+ 3x1 l Karate Zeon),1*,
2110702700041T,BÚZA Complete cs.10ha (Eminent St. 20l+Fury 1l+W.Cink 10l+W.Réz Top 10 l),1*,
2130700601184T,"BÚZA cs. 8 ha  (2x(Nautis 0,2 kg+AD contact 1 l)+Markate 1 l+ Emerald St. 3x5 l",1*,
2130723441108,"BÚZA Flex (Alliance 0,8 + Stomp Aqua 10 liter)",1*,
2130723541208,"BÚZA Flex Pro (Alliance 0,8 kg+ Lentipur 10 l+Stomp Aqua 10 l) ",3808931500,
2130710961184T,BÚZA Komplett cs. 5 ha (Nautis+Emerald St.+Cyperkill M.+Flurostar),1*,
3161190111055,Búza liszt BL 55,1001909100,
3161190111080,Búza liszt BL 80,1001909100,
2110704800042,BÚZA SZÁRBAINDULÁS 20 ha(Eminent 20 l+W.Réz Top 20 l+Fentrol 2 l) ,3808931500,
2110704900062,BÚZA Zászlóslevél 20 ha (Imperis Vital 20l+W.Grano 40l+Fentrol 2 l) ,3808931500,
2110703800061,BÚZA Zászlóslevél 20 ha (Imperis Vital 20l+W.Grano 40l+Korado 1l) ,3808931500,
3111101011050,Buzogány  õ.búza I. fok  csávázott   50 kg-os  (20x50 kg),1001909100,
3111101021050,Buzogány  õ.búza II. fok  csávázott   50 kg-os  (20x50 kg),1001909100,
3111101021000,Buzogány  õ.búza II. fok  csávázott   bigbag 1000 kg-os,1001909100,
2110018010005,"CABRIO TOP 0,05 kg  (70x0,05 kg)",3808109000,
